Europe-denmark-Melodrama,6
Europe-denmark-Crime,2
Europe-denmark-Thriller,4
Europe-denmark-Animation,2
Europe-denmark-Action,4
Europe-denmark-War,4
Europe-denmark-Comedy,11
Europe-yugoslavia-Drama,2
Africa-algeria-Documentary,11
Africa-algeria-Drama,55
Africa-algeria-Romance,5
Africa-algeria-Melodrama,5
Africa-algeria-Crime,2
Africa-algeria-Thriller,5
Africa-algeria-Animation,4
Africa-algeria-Action,3
Africa-algeria-Adventure,3
Africa-algeria-Comedy,5
Asia-uzbekistan-Family,3
Asia-uzbekistan-Documentary,12
Asia-uzbekistan-Drama,76
Asia-uzbekistan-Romance,12
Asia-uzbekistan-Melodrama,12
Asia-uzbekistan-Mystery,3
Asia-uzbekistan-Crime,5
Asia-uzbekistan-Thriller,5
Asia-uzbekistan-Period film,3
Asia-uzbekistan-War,3
Asia-uzbekistan-Comedy,11
Africa-mali-Documentary,9
Africa-mali-Drama,69
Africa-mali-Romance,6
Africa-mali-Melodrama,6
Africa-mali-Crime,2
Africa-mali-Thriller,4
Africa-mali-Animation,2
Africa-mali-Action,4
Africa-mali-War,4
Africa-mali-Comedy,11
South America-brazil-Documentary,11
South America-brazil-Drama,55
South America-brazil-Romance,5
South America-brazil-Melodrama,5
South America-brazil-Crime,2
South America-brazil-Thriller,5
South America-brazil-Animation,4
South America-brazil-Action,3
South America-brazil-Adventure,3
South America-brazil-Comedy,5
Asia-kyrgyzstan-Documentary,9
Asia-kyrgyzstan-Drama,69
Asia-kyrgyzstan-Romance,6
Asia-kyrgyzstan-Melodrama,6
Asia-kyrgyzstan-Crime,2
Asia-kyrgyzstan-Thriller,4
Asia-kyrgyzstan-Animation,2
Asia-kyrgyzstan-Action,4
Asia-kyrgyzstan-War,4
Asia-kyrgyzstan-Comedy,11
Asia-mongolia-Horror,7
Asia-mongolia-Documentary,9
Asia-mongolia-Drama,37
Asia-mongolia-Romance,3
Asia-mongolia-Melodrama,3
Asia-mongolia-Mystery,4
Asia-mongolia-Crime,3
Asia-mongolia-Thriller,7
Asia-mongolia-Animation,2
Asia-mongolia-Action,5
Asia-mongolia-War,2
Asia-mongolia-Comedy,9
Europe-iceland-SF,8
Europe-iceland-Family,2
Europe-iceland-Horror,4
Europe-iceland-Documentary,11
Europe-iceland-Drama,86
Europe-iceland-Romance,22
Europe-iceland-Melodrama,22
Europe-iceland-Mystery,9
Europe-iceland-Crime,5
Europe-iceland-Western,2
Europe-iceland-Thriller,9
Europe-iceland-Period film,5
Europe-iceland-Animation,8
Europe-iceland-Action,17
Europe-iceland-Adventure,2
Europe-iceland-Comedy,23
Europe-iceland-Fantasy,6
Asia-bangladesh-Documentary,5
Asia-bangladesh-Drama,41
Asia-bangladesh-Crime,3
Asia-bangladesh-Western,2
Asia-bangladesh-Animation,2
Asia-bangladesh-Action,4
Asia-bangladesh-Adventure,3
Asia-bangladesh-Comedy,7
Asia-bangladesh-Fantasy,2
Africa-morocco-SF,8
Africa-morocco-Family,2
Africa-morocco-Horror,4
Africa-morocco-Documentary,11
Africa-morocco-Drama,86
Africa-morocco-Romance,22
Africa-morocco-Melodrama,22
Africa-morocco-Mystery,9
Africa-morocco-Crime,5
Africa-morocco-Western,2
Africa-morocco-Thriller,9
Africa-morocco-Period film,5
Africa-morocco-Animation,8
Africa-morocco-Action,17
Africa-morocco-Adventure,2
Africa-morocco-Comedy,23
Africa-morocco-Fantasy,6
Asia-yugo-Documentary,9
Asia-yugo-Drama,69
Asia-yugo-Romance,6
Asia-yugo-Melodrama,6
Asia-yugo-Crime,2
Asia-yugo-Thriller,4
Asia-yugo-Animation,2
Asia-yugo-Action,4
Asia-yugo-War,4
Asia-yugo-Comedy,11
Europe-slovenia-Documentary,5
Europe-slovenia-Drama,41
Europe-slovenia-Crime,3
Europe-slovenia-Western,2
Europe-slovenia-Animation,2
Europe-slovenia-Action,4
Europe-slovenia-Adventure,3
Europe-slovenia-Comedy,7
Europe-slovenia-Fantasy,2
South America-venezuela-Documentary,4
South America-venezuela-Drama,11
South America-venezuela-Animation,2
South America-venezuela-Comedy,4
Asia-afghanistan-SF,8
Asia-afghanistan-Family,2
Asia-afghanistan-Horror,4
Asia-afghanistan-Documentary,11
Asia-afghanistan-Drama,86
Asia-afghanistan-Romance,22
Asia-afghanistan-Melodrama,22
Asia-afghanistan-Mystery,9
Asia-afghanistan-Crime,5
Asia-afghanistan-Western,2
Asia-afghanistan-Thriller,9
Asia-afghanistan-Period film,5
Asia-afghanistan-Animation,8
Asia-afghanistan-Action,17
Asia-afghanistan-Adventure,2
Asia-afghanistan-Comedy,23
Asia-afghanistan-Fantasy,6
Asia-armenia-Drama,2
Europe-bosnia-Documentary,11
Europe-bosnia-Drama,55
Europe-bosnia-Romance,5
Europe-bosnia-Melodrama,5
Europe-bosnia-Crime,2
Europe-bosnia-Thriller,5
Europe-bosnia-Animation,4
Europe-bosnia-Action,3
Europe-bosnia-Adventure,3
Europe-bosnia-Comedy,5
Europe-slovakia-Family,3
Europe-slovakia-Documentary,12
Europe-slovakia-Drama,76
Europe-slovakia-Romance,12
Europe-slovakia-Melodrama,12
Europe-slovakia-Mystery,3
Europe-slovakia-Crime,5
Europe-slovakia-Thriller,5
Europe-slovakia-Period film,3
Europe-slovakia-War,3
Europe-slovakia-Comedy,11
Asia-lebanon-Horror,7
Asia-lebanon-Documentary,9
Asia-lebanon-Drama,37
Asia-lebanon-Romance,3
Asia-lebanon-Melodrama,3
Asia-lebanon-Mystery,4
Asia-lebanon-Crime,3
Asia-lebanon-Thriller,7
